id,scientific_name,synonyms,description,english_name,kingdom,phylum,class_,order,family,genus,characteristics,biotope,countries__ids,domesticated/cultivated,endemic,general_uses,notes,refs__ids,links
lycaonpictus,Lycaon pictus,,"(Temminck, 1820)",African wild dog,Animalia,Chordata,Mammalia,Carnivora,Canidae,Lycaon,"carnivore; height: 75cm; these canids have a short dark snout and large, round ears; the body and legs are white with yellow, brown and black blotches, the bushy tail is white; the pattern and colour differs among individuals; down the centre of the forehead is a dark stripe;","savanna, forest, grassland, woodland","BW,MZ,NA,ZA,ZW",,,,African Wild Dog,,
lychnodiscuscerospermus,Lychnodiscus cerospermus,,,,Plantae,,,,,Lychnodiscus,,,,,,,,[PROTA],
lychnodiscusmultinervis,Lychnodiscus multinervis,,,,Plantae,,,,,Lychnodiscus,,,,,,,,[PROTA],
lychnodiscusreticulatus,Lychnodiscus reticulatus,,,,Plantae,,,,,Lychnodiscus,,,,,,,,[PROTA],
lycidae,Lycidae,,,net-winged beetles,Animalia,Arthropoda,Insecta,Coleoptera,,,,,"BW,ZA",,,,,,
lyciumbosciifolium,Lycium bosciifolium,,Schinz,Limpopo honey-thorn,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Lycium,"shrub, up to 3m tall, thorny stems, small green lance-shaped hairless leaves, long dirty white to greenish flowers with dark violet lobes, the fruit is a glossy, purplish berry","dry river course, arid area, sandy soil, dune","BW,NA,ZA",,,,,,
lyciumcinereum,Lycium cinereum,,Thunb.,Lycium sp.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Lycium,"shrub, up to 1,5m tall, small lance-shaped leaves, small white to bluish or mauve flowers, the fruit is a red berry,","dry river course,sandy soil",,,,,,,
lyciumeenii,Lycium eenii,,S. Moore,Highland honey-thorn,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Lycium,"shrub; up to 2 m high; broad leaves; tubular, white to mauve flowers; fruit is a small, red berry","rocky area, dry river course",,,,,,,
lyciumhirsutum,Lycium hirsutum,,Dun.,River honey-thorn,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Lycium,"Shrub, 1-2m tall, hairy, thorny branches, oblanceolate densely haired leaves, the creamy white to mauve flowers are solitairy, the fruit is a red berry when ripe,","dry river course, sandy soil","BW,NA",,,,,,
lyciummascarenense,Lycium mascarenense,,,,Plantae,,,,,Lycium,,,,,,,,[PROTA],
lyciumoxycarpum,Lycium oxycarpum,,,,Plantae,,,,,Lycium,,,,,,,,[PROTA],
lyciumshawii,Lycium shawii,,,,Plantae,,,,,Lycium,,,,,,,,[PROTA],
lycopersiconesculentum,Lycopersicon esculentum,,,,Plantae,,,,,Lycopersicon,,,,,,,,[PROTA],
lycopodiellacernua,Lycopodiella cernua,,,,Plantae,,,,,Lycopodiella,,,,,,,,[PROTA],
lycopodiumclavatum,Lycopodium clavatum,,,,Plantae,,,,,Lycopodium,,,,,,,,[PROTA],
lycosa,Lycosa,,"(Bowerbank, 1869)",Wolf spider,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,,,,"BW,NA,ZA",,,,,,
lydomorphusdusaulti,Lydomorphus dusaulti,,,,Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Lydomorphus,,,,,,,,,
mabouyapunctatissima,Mabouya punctatissima,,,Mabouya sp.,Animalia,Chordata,Reptilia,Squamata,Scincidae,Mabouya,,,"BW,NA,ZA",,,,check!,,
macarangaalnifolia,Macaranga alnifolia,,,,Plantae,,,,,Macaranga,,,,,,,,[PROTA],
macarangaangolensis,Macaranga angolensis,,,,Plantae,,,,,Macaranga,,,,,,,,[PROTA],
macarangabeillei,Macaranga beillei,,,,Plantae,,,,,Macaranga,,,,,,,,[PROTA],
macarangacapensis,Macaranga capensis,,,,Plantae,,,,,Macaranga,,,,,,,,[PROTA],
macarangaconglomerata,Macaranga conglomerata,,,,Plantae,,,,,Macaranga,,,,,,,,[PROTA],
macarangacuspidata,Macaranga cuspidata,,,,Plantae,,,,,Macaranga,,,,,,,,[PROTA],
macarangaechinocarpa,Macaranga echinocarpa,,,,Plantae,,,,,Macaranga,,,,,,,,[PROTA],
macarangaferruginea,Macaranga ferruginea,,,,Plantae,,,,,Macaranga,,,,,,,,[PROTA],
macarangaheterophylla,Macaranga heterophylla,,,,Plantae,,,,,Macaranga,,,,,,,,[PROTA],
macarangaheudelotii,Macaranga heudelotii,,,,Plantae,,,,,Macaranga,,,,,,,,[PROTA],
macarangamonandra,Macaranga monandra,,,,Plantae,,,,,Macaranga,,,,,,,,[PROTA],
macarangamyriolepida,Macaranga myriolepida,,,,Plantae,,,,,Macaranga,,,,,,,,[PROTA],
macarangaoblongifolia,Macaranga oblongifolia,,,,Plantae,,,,,Macaranga,,,,,,,,[PROTA],
macarangaobovata,Macaranga obovata,,,,Plantae,,,,,Macaranga,,,,,,,,[PROTA],
macarangaribesioides,Macaranga ribesioides,,,,Plantae,,,,,Macaranga,,,,,,,,[PROTA],
macarangasaccifera,Macaranga saccifera,,,,Plantae,,,,,Macaranga,,,,,,,,[PROTA],
macarangasphaerophylla,Macaranga sphaerophylla,,,,Plantae,,,,,Macaranga,,,,,,,,[PROTA],
macarangaspinosa,Macaranga spinosa,,,,Plantae,,,,,Macaranga,,,,,,,,[PROTA],
macarangavermoesenii,Macaranga vermoesenii,,,,Plantae,,,,,Macaranga,,,,,,,,[PROTA],
macheiramphusalcinus,Macheiramphus alcinus,,"Bonaparte, 1850",Bat Hawk,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Macheiramphus,carnivore; body-length: 45 cm; dark brown plumage; with some white on throat and rump,woodland,,,,,,,
macrodipteryxlongipennis,Macrodipteryx longipennis,,"(Shaw, 1796)",Standard-winged Nightjar,Animalia,Chordata,Aves,Strigiformes,Caprimulgidae,Macrodipteryx,,,"CI,CM,GN,KE",,,,,,
macronectesgiganteus,Macronectes giganteus,,"(Gmelin, 1789)",Southern Giant-Petrel,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Macronectes,"carnivore; body-length: 85 -100 cm; wingspan: 185 -205 cm;  flesh-coloured bill with green tip;  there are two morphs, a dark one with light chest, head and neck and the rare lighter one wich is all-white but for some dark spots",marine habitat,,,,,,,
macronecteshalli,Macronectes halli,,"Mathews, 1912",Northern Giant Petrel,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Macronectes,carnivore; body-length: 90 cm; wingspan: 150 - 210 cm; flesh-coloured bill with brown tip; dark grey plumage,marine habitat,,,,,,,
macronousgularis,Macronous gularis,,"(Horsfield, 1822)",Striated Tit Babbler,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Macronous,,,"BW,NA,ZA",,,,,,
macroscelidesproboscideus,Macroscelides proboscideus,,"(Shaw, 1800)",Short-eared Elephant Shrew,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Macroscelides,"carnivore; length: 23cm, tail-length: 12cm; grey-brownish coloured fur; elongated highly mobile snout; thin round ears; long sparsely haired tail;","scrubforest, desert, semi-arid desert","NA,ZA",,,,Round-eared sengi,,
macrosphyralongistyla,Macrosphyra longistyla,,(DC.) Hiern,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Macrosphyra,,,"BF,GM,GN,ML",,,,,,
macrotermes,Macrotermes,,,Macrotermes sp.,Animalia,Arthropoda,Insecta,Blattodea,Termitidae,,,,"BW,NA",,,,,,
macrotermessubhyalinus,Macrotermes subhyalinus,,,Mendi termite,Animalia,Arthropoda,Insecta,Isoptera,Termitidae,Macrotermes,,,,,,,,,
macrotylomageocarpum,Macrotyloma geocarpum,,,,Plantae,,,,,Macrotyloma,,,,,,,,[PROTA],
macrotylomauniflorum,Macrotyloma uniflorum,,,,Plantae,,,,,Macrotyloma,,,,,,,,[PROTA],
madoquakirkii,Madoqua kirkii,,"(GÃ¼nther, 1880)",Kirk's Dik-dik,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Madoqua,"herbivore; height: 50-17cm; the coat is grey-brown with fine speckles on the back and buttocks, while the neck and flanks are lighter brown; the belly and the area around the eyes are nearly white; on the forehead is a long tuft of hair, which can be raised; the upper lip is longer than the lower lip; males have short horns that slope backwards;","scrubforest, grassland, woodland",,,,,,,
maeruaangolensis,Maerua angolensis,,,Bead-bean,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Maerua,,,"BW,NA",,,,,,
maeruabussei,Maerua bussei,,,,Plantae,,,,,Maerua,,,,,,,,[PROTA],
maeruacafra,Maerua cafra,,,,Plantae,,,,,Maerua,,,,,,,,[PROTA],
maeruacrassifolia,Maerua crassifolia,,Forssk.,Atil,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Maerua,,,"BF,FR,ML",,,,,,
maeruadecumbens,Maerua decumbens,,,,Plantae,,,,,Maerua,,,,,,,,[PROTA],
maeruadenhardtiorum,Maerua denhardtiorum,,,,Plantae,,,,,Maerua,,,,,,,,[PROTA],
maeruaduchesnei,Maerua duchesnei,,,,Plantae,,,,,Maerua,,,,,,,,[PROTA],
maeruaedulis,Maerua edulis,,,,Plantae,,,,,Maerua,,,,,,,,[PROTA],
maeruaendlichii,Maerua endlichii,,,,Plantae,,,,,Maerua,,,,,,,,[PROTA],
maeruafiliformis,Maerua filiformis,,,,Plantae,,,,,Maerua,,,,,,,,[PROTA],
maeruajuncea,Maerua juncea,,,,Plantae,,,,,Maerua,,,,,,,,[PROTA],
maeruakirkii,Maerua kirkii,,,,Plantae,,,,,Maerua,,,,,,,,[PROTA],
maeruanuda,Maerua nuda,,,,Plantae,,,,,Maerua,,,,,,,,[PROTA],
maeruaoblongifolia,Maerua oblongifolia,,,,Plantae,,,,,Maerua,,,,,,,,[PROTA],
maeruaparvifolia,Maerua parvifolia,,,,Plantae,,,,,Maerua,,,,,,,,[PROTA],
maeruapseudopetalosa,Maerua pseudopetalosa,,,,Plantae,,,,,Maerua,,,,,,,,[PROTA],
maeruaschinzii,Maerua schinzii,,,,Plantae,,,,,Maerua,,,,,,,,[PROTA],
maeruasubcordata,Maerua subcordata,,,,Plantae,,,,,Maerua,,,,,,,,[PROTA],
maeruatriphylla,Maerua triphylla,,,,Plantae,,,,,Maerua,,,,,,,,[PROTA],
maesobotryacordulata,Maesobotrya cordulata,,,,Plantae,,,,,Maesobotrya,,,,,,,,[PROTA],
maesobotryafloribunda,Maesobotrya floribunda,,,,Plantae,,,,,Maesobotrya,,,,,,,,[PROTA],
maesobotryavermeulenii,Maesobotrya vermeulenii,,,,Plantae,,,,,Maesobotrya,,,,,,,,[PROTA],
majideafosteri,Majidea fosteri,,,,Plantae,,,,,Majidea,,,,,,,,[PROTA],
majideazanguebarica,Majidea zanguebarica,,,,Plantae,,,,,Majidea,,,,,,,,[PROTA],
malacothrixtypica,Malacothrix typica,,"(A. Smith, 1834)",long-eared mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Malacothrix,"omnivore; length: 11cm: tail-length: 3,5cm; grey to reddish-brown upperparts, lighter underside, dark pattern on back and head; large ears; short tail;","savanna, shrubland, desert","BW,NA,ZA",,,,,,
malapteruruselectricus,Malapterurus electricus,,,electric catfish,Animalia,Chordata,Actinopterygii,Siluriformes,Malapteruridae,Malapterurus,,,,,,,,,
mallotusbaillonianus,Mallotus baillonianus,,,,Plantae,,,,,Mallotus,,,,,,,,[PROTA],
mallotusoppositifolius,Mallotus oppositifolius,,,,Plantae,,,,,Mallotus,,,,,,,,[PROTA],
mallotussubulatus,Mallotus subulatus,,,,Plantae,,,,,Mallotus,,,,,,,,[PROTA],
mammeaafricana,Mammea africana,,,,Plantae,,,,,Mammea,,,,,,,,[PROTA],
mammeaodorata,Mammea odorata,,,,Plantae,,,,,Mammea,,,,,,,,[PROTA],
mammeausambarensis,Mammea usambarensis,,,,Plantae,,,,,Mammea,,,,,,,,[PROTA],
mangiferaindica,Mangifera indica,,L.,mango,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Mangifera,,,"AU,BF,BJ,BR,CD,CO,CR,ES,FR,GD,GN,GW,JM,LK,MU,MX,NE,PE,PT,SG,US,VC",,,,,,
manihotesculenta,Manihot esculenta,,Crantz,cassava,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,,,"BF,CD,EC,GN,PG,TZ,VE",,,,origin Amercia,Blench2012[2],
manilkaraobovata,Manilkara obovata,,(Sabine & G.Don) J.H.Hemsl.,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Manilkara,,,"BJ,GH,GN,ML",,,,,,
manistemminckii,Manis temminckii,Smutsia temminckii,"Smuts, 1832",Ground Pangolin,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,"insectivore; body-length: 40-70cm; this animal is covered in very hard, brown scales, giving it a pine-cone like look; only the belly,face and insides of the strong legs are naked; it has a small head with a pointed snout; the tongue is very long (25 cm) and sticky making it perfect for ant and termite hunt;","savanna, scrubforest, forest, grassland","BW,MZ,NA,ZA,ZW",,,,,,
manniophytonfulvum,Manniophyton fulvum,,,,Plantae,,,,,Manniophyton,,,,,,,,[PROTA],
mansoniaaltissima,Mansonia altissima,,,,Plantae,,,,,Mansonia,,,,,,,,[PROTA],
mansoniadiatomanthera,Mansonia diatomanthera,,,,Plantae,,,,,Mansonia,,,,,,,,[PROTA],
mantodea,Mantodea,,,Praying mantis,Animalia,Arthropoda,Insecta,Mantodea,,,,,,,,,,,
mapanialinderi,Mapania linderi,,,,Plantae,,,,,Mapania,,,,,,,,[PROTA],
maprouneaafricana,Maprounea africana,,,,Plantae,,,,,Maprounea,,,,,,,,[PROTA],
maprouneamembranacea,Maprounea membranacea,,,,Plantae,,,,,Maprounea,,,,,,,,[PROTA],
marantheschrysophylla,Maranthes chrysophylla,,,,Plantae,,,,,Maranthes,,,,,,,,[PROTA],
maranthesglabra,Maranthes glabra,,,,Plantae,,,,,Maranthes,,,,,,,,[PROTA],
maranthesgoetzeniana,Maranthes goetzeniana,,,,Plantae,,,,,Maranthes,,,,,,,,[PROTA],
maranthespolyandra,Maranthes polyandra,,,,Plantae,,,,,Maranthes,,,,,,,,[PROTA],
maranthesrobusta,Maranthes robusta,,,,Plantae,,,,,Maranthes,,,,,,,,[PROTA],
marantochloacongensis,Marantochloa congensis,,,,Plantae,,,,,Marantochloa,,,,,,,,[PROTA],
marantochloacuspidata,Marantochloa cuspidata,,,,Plantae,,,,,Marantochloa,,,,,,,,[PROTA],
marantochloaleucantha,Marantochloa leucantha,,,,Plantae,,,,,Marantochloa,,,,,,,,[PROTA],
marantochloapurpurea,Marantochloa purpurea,,,,Plantae,,,,,Marantochloa,,,,,,,,[PROTA],
marcuseniussenegalensis,Marcusenius senegalensis,,,Trunkfish,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Marcusenius,,,,,,,,,
mareyabrevipes,Mareya brevipes,,,,Plantae,,,,,Mareya,,,,,,,,[PROTA],
mareyacongolensis,Mareya congolensis,,,,Plantae,,,,,Mareya,,,,,,,,[PROTA],
mareyamicrantha,Mareya micrantha,,,,Plantae,,,,,Mareya,,,,,,,,[PROTA],
margaritariaanomala,Margaritaria anomala,,,,Plantae,,,,,Margaritaria,,,,,,,,[PROTA],
margaritariadecaryana,Margaritaria decaryana,,,,Plantae,,,,,Margaritaria,,,,,,,,[PROTA],
margaritariadiscoidea,Margaritaria discoidea,,(Baill.) G.L.Webster,Common pheasant-berry,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Margaritaria,,,"BJ,CI,GH,GN,ML",,,,,,
mariscuschersinus,Mariscus chersinus,Cyperus chersinus,(N.E.Br.) KÃ¼k.,Monkey bulb,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Mariscus,,,"BW,NA,ZA",,,,,,
markhamialutea,Markhamia lutea,,,,Plantae,,,,,Markhamia,,,,,,,,[PROTA],
markhamiaobtusifolia,Markhamia obtusifolia,,,,Plantae,,,,,Markhamia,,,,,,,,[PROTA],
markhamiatomentosa,Markhamia tomentosa,,,,Plantae,,,,,Markhamia,,,,,,,,[PROTA],
markhamiazanzibarica,Markhamia zanzibarica,,,,Plantae,,,,,Markhamia,,,,,,,,[PROTA],
marsdeniaabyssinica,Marsdenia abyssinica,,,,Plantae,,,,,Marsdenia,,,,,,,,[PROTA],
marsdeniacritina,Marsdenia critina,,,,Plantae,,,,,Marsdenia,,,,,,,,[PROTA],
marsdeniamacrantha,Marsdenia macrantha,,,,Plantae,,,,,Marsdenia,,,,,,,,[PROTA],
marsdeniarubicunda,Marsdenia rubicunda,,,,Plantae,,,,,Marsdenia,,,,,,,,[PROTA],
marsdeniaschimperi,Marsdenia schimperi,,,,Plantae,,,,,Marsdenia,,,,,,,,[PROTA],
marsdeniatruncata,Marsdenia truncata,,,,Plantae,,,,,Marsdenia,,,,,,,,[PROTA],
marsdeniaverrucosa,Marsdenia verrucosa,,,,Plantae,,,,,Marsdenia,,,,,,,,[PROTA],
marsileaminuta,Marsilea minuta,,,dwarf waterclover,Plantae,Tracheophyta,Polypodiopsida,Salviniales,Marsileaceae,Marsilea,,,"BF,ES",,,,,,
mastacembelusnigromarginatus,Mastacembelus nigromarginatus,,,Spiny-eel,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,,,,,,,,,
mastomyscoucha,Mastomys coucha,,"(Smith, 1834)",Southern Multimammate Mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,"herbivore; length: 24cm, tail-length: 11cm; underparts paler than upperparts, females have up to 12 pairs of nipples","savanna, forest, shrubland, human settlement","BW,MZ,NA,ZA,ZW",,,,,,
mastomyserythroleucus,Mastomys erythroleucus,,"(Temminck, 1853)",Guinea Multimammate Mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,,,"GN,KE",,,,,,
mastomysnatalensis,Mastomys natalensis,,"(Smith, 1834)",Hildebrandt's Multimammate Mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,"herbivore; length: 24cm, tail-length: 11cm; underparts paler than upperparts, females have up to 12 pairs of nipples","savanna, forest, shrubland, human settlement","BW,MZ,NA,ZA,ZW",,,,,,
mastomysshortridgei,Mastomys shortridgei,,"(St. Leger, 1933)",Shortridge's Multimammate Mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,"herbivore; length: 22cm, tail-length: 10cm; dark fur above, greyish-white belly;  females have up to 12 pairs of nipples","savanna, marshland, grassland, rocky area, swamps, mountains","BW,NA",,,,,,
maytenusheterophylla,Maytenus heterophylla,,,,Plantae,,,,,Maytenus,,,,,,,,[PROTA],
mecistopscataphractus,Mecistops cataphractus,,"(Cuvier, 1825)",African slender-snouted crocodile,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Mecistops,,,"CD,CI",,,,,,
medinillamirabilis,Medinilla mirabilis,,,,Plantae,,,,,Medinilla,,,,,,,,[PROTA],
megachile,Megachile,,,leafcutter bees,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,,,,"BW,NA,ZA",,,,,,
megaloprotachnealbescens,Megaloprotachne albescens,,C.E.Hubb.,Megaloprotachne sp.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Megaloprotachne,"annual grass, 1m tall, long, woolly hairs an the leaf sheaths, inflorescence is a narrow panicle, the lower glume of a spikelet is as long as the spikelet,",sandy soil,,,,,,,
megaphryniummacrostachyum,Megaphrynium macrostachyum,,,,Plantae,,,,,Megaphrynium,,,,,,,,[PROTA],
megapteranovaeangliae,Megaptera novaeangliae,,"(Borowski, 1781)",Humpback whale,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,"carnivore; length: 15m; long, streamlined body with flattened head; black and white coloured back, white underside, the right lower jaw is white the left black; very long flippers, the dorsal fin is set far back along the body; a number of grooves, and pleats are running from throat and chest to the abdomen;",marine habitat,"MZ,NA,ZA",,,,,,
megistostegiumnodulosum,Megistostegium nodulosum,,,,Plantae,,,,,Megistostegium,,,,,,,,[PROTA],
meineckiapaxii,Meineckia paxii,,,,Plantae,,,,,Meineckia,,,,,,,,[PROTA],
meiocarpidiumlepidotum,Meiocarpidium lepidotum,,,,Plantae,,,,,Meiocarpidium,,,,,,,,[PROTA],
melhaniaacuminata,Melhania acuminata,,Mast.,Melhania sp.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Melhania,,,"BW,NA,ZA",,,,check!,,
melicopebakeri,Melicope bakeri,,,,Plantae,,,,,Melicope,,,,,,,,[PROTA],
melicopebalankazo,Melicope balankazo,,,,Plantae,,,,,Melicope,,,,,,,,[PROTA],
melicopebelahe,Melicope belahe,,,,Plantae,,,,,Melicope,,,,,,,,[PROTA],
melicopeborbonica,Melicope borbonica,,,,Plantae,,,,,Melicope,,,,,,,,[PROTA],
melicopechapelieri,Melicope chapelieri,,,,Plantae,,,,,Melicope,,,,,,,,[PROTA],
melicopedensiflora,Melicope densiflora,,,,Plantae,,,,,Melicope,,,,,,,,[PROTA],
melicopefatraina,Melicope fatraina,,,,Plantae,,,,,Melicope,,,,,,,,[PROTA],
melicopefloribunda,Melicope floribunda,,,,Plantae,,,,,Melicope,,,,,,,,[PROTA],
melicopemadagascariensis,Melicope madagascariensis,,,,Plantae,,,,,Melicope,,,,,,,,[PROTA],
melicopesambiranensis,Melicope sambiranensis,,,,Plantae,,,,,Melicope,,,,,,,,[PROTA],
melieraxcanorus,Melierax canorus,,"(Thunberg, 1799)",Pale Chanting Goshawk,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Melierax,carnivore; body-length: 54-63 cm; pale grey plumage; white rump; orange bill and legs,desert,"BW,NA,ZA",,,,,,
melieraxmetabates,Melierax metabates,,"Heuglin, 1861",Dark Chanting Goshawk,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Melierax,carnivore; body-length: 50-56 cm; grey plumage; bared white rump; grey secondariesred to orange bill and legs,woodland,"ET,GH,GM,IL,KE,NA,SD,SZ,TZ,UG,ZA",,,,,,
melinisrepens,Melinis repens,,(Willd.) Zizka,Natal red-top,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Melinis,,,"BW,ZA",,,,,,
mellivoracapensis,Mellivora capensis,,"(Schreber, 1776)",Ratel,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mellivora,"omnivore; height: 25-30cm; the body is black with a  broad, greyish-white saddle on the back and head;the legs are short and equipped with sharp claws; the black tail is short; the ears are very small;","savanna, forest, grassland","BW,MZ,NA,ZA,ZW",,,,Honey Badger,,
melochiacorchorifolia,Melochia corchorifolia,,L.,chocolateweed,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Melochia,,,"BF,BJ,ML,NG,SN",,,,,,
meloidae,Meloidae,,,blister beetles,Animalia,Arthropoda,Insecta,Coleoptera,,,,,"BW,NA,ZA",,,,,,
melolobiummicrophyllum,Melolobium microphyllum,,(L.f.)Eckl. & Zeyh.,Melolobium sp.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melolobium,herb; up to 45 cm tall; covered with sticky hair; yellow pea-like flowers,"savanna, sandy soil",,,,,,,
melolonthinae,Melolonthinae,,,Chafers,Animalia,Arthropoda,Insecta,Coleoptera,,,,,"BW,NA,ZA",,,,Subfamily of Scarabaeidae,,
mendoraviadumaziana,Mendoravia dumaziana,,,,Plantae,,,,,Mendoravia,,,,,,,,[PROTA],
meropsalbicollis,Merops albicollis,,"Vieillot, 1817",White-throated Bee Eater,Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,,,"CM,GH,GW,KE,LR,NG,TZ,UG",,,,,,
meropshirundineus,Merops hirundineus,,"A. A. H. Lichtenstein, 1793",Swallow-tailed Bee-eater,Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,,,"BW,NA,ZA",,,,,,
meropsorientalis,Merops orientalis,,"Latham, 1802",Little Green Bee-eater,Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,,,"AE,EG,GM,IL,IN,KH,LA,LK,MM,SA,TH",,,,,,
merremiaaegyptia,Merremia aegyptia,,(L.) Urban,hairy woodrose,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Merremia,,,BF,,,,,,
merremiadissecta,Merremia dissecta,,,,Plantae,,,,,Merremia,,,,,,,,[PROTA],
merremiagorinii,Merremia gorinii,,,,Plantae,,,,,Merremia,,,,,,,,[PROTA],
merremiahederacea,Merremia hederacea,,,,Plantae,,,,,Merremia,,,,,,,,[PROTA],
merremiakentrocaulos,Merremia kentrocaulos,,,,Plantae,,,,,Merremia,,,,,,,,[PROTA],
merremiapeltata,Merremia peltata,,,,Plantae,,,,,Merremia,,,,,,,,[PROTA],
merremiapinnata,Merremia pinnata,,(Hochst. ex Choisy) Hall. fil.,,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Merremia,,,"BF,NG,SN",,,,original entry: Merremia pinnata (Hochst. ex Choisy) Hallier f.,,
merremiatridentata,Merremia tridentata,,,,Plantae,,,,,Merremia,,,,,,,,[PROTA],
merremiatuberosa,Merremia tuberosa,,,,Plantae,,,,,Merremia,,,,,,,,[PROTA],
merremiaumbellata,Merremia umbellata,,,,Plantae,,,,,Merremia,,,,,,,,[PROTA],
merremiaverecunda,Merremia verecunda,,Baker & Rendle,Merremia sp.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Merremia,"creeping herb with thin, hairy stems up to 1,5 m long;  palmately divided leaves with 7-11 lobes; 1-3 white to yellow flowers in one inflorescence; fruit is a capsule",dune,,,,,,,
merremiaxanthophylla,Merremia xanthophylla,,,,Plantae,,,,,Merremia,,,,,,,,[PROTA],
mesembryanthemumcordifolium,Mesembryanthemum cordifolium,Aptenia cordifolia (L.f.) Schwantes,L.f.,,Plantae,,,,,Mesembryanthemum,,,,,,,,[plantzafrica.com],
